Id,Empirical research specificity,Word / Pattern,Category name,Subitem category (functional role of sentence ( flow logic),Sensitivity to Additional Parameter,Sensitivity to Additional Parameter,Subitem category (functional role of sentence              ( flow logic),Sensitivity to Additional Parameter,Weight - TBD by Machine,Category number,Status,MarkerTypeId,comment,Description
3629,,step,time/sequence,,,,,,,12,1,12,NULL,step%
5948,,steps,time/sequence,,,,,,,12,1,12,NULL,step%
Sep13,empirical,stepwise,core/salient,,,,,,,6,,,,
2683,,still,core/salient,,,,,,,6,1,6,,NULL
2684,,still able to,core/salient,,,,,,,6,1,6,,NULL
,,some doubts as to whether,attention flagger,,,,,,,29,,,,
,,still far from clear,problem statement,problem statement,if in introduction ,,,,,30,,,,
2685,,still far from clear,limitation,limitation,if in discussion or conclusion section,,,,,5,1,6,,NULL
,,still far from clear,core/salient,,,,,,,6,,,,
,,still have to find a way to,problem statement,problem statement,if in introduction ,,,,,30,,,,
2686,,still have to find a way to,limitation,limitation,if in discussion or conclusion section,,,,,5,1,6,,NULL
,,still have to find a way to,core/salient,,,,,,,6,,,,
,,still lack,problem statement,problem statement,if in introduction ,,,,,30,,,,
2687,,still lack,limitation,limitation,if in discussion or conclusion section,,,,,5,1,6,,NULL
2688,,still lower,core/salient,,,,,,,6,1,6,,NULL
6474,,still not,core/salient,,,,,,,6,1,6,,NULL
,,still lack ,core/salient,,,,,,,6,,,,
2690,,still not completely,core/salient,problem statement,if in introduction ,,,,,6,1,6,,NULL
,,still not completely understood,core/salient,,,,,,,6,,,,
,,still not completely understood,problem statement,problem statement,if in introduction ,,,,,30,,,,
2691,,still not completely understood,limitation,limitation,if in discussion or conclusion section,,,,,5,1,6,,NULL
,,still requires additional,problem statement,problem statement,if in introduction ,,,,,30,,,,
,,still requires additional,core/salient,,,,,,,6,,,,
7404,,still requires additional,limitation,limitation,if in discussion or conclusion section,,,,,5,1,6,,still require% additional
,,still some debate,problem statement,problem statement,if in introduction ,,,,,30,,,,
,,still some debate,core/salient,,,,,,,6,,,,
6643,,still some debate,limitation,limitation,if in discussion or conclusion section,,,,,5,1,6,,still * debate
4444,,"still,",change in direction,,,,,,,16,1,16,NULL,NULL
2693,,stimulate,core/salient,,,,,,,6,1,6,,stimulate%
5310,,stimulated,core/salient,,,,,,,6,1,6,,stimulate%
7219,,stimulating,core/salient,,,,,,,6,1,6,,NULL
5821,,stimuli,core/salient,,,,,,,6,1,6,,NULL
5767,,stimulus,core/salient,,,,,,,6,1,6,,NULL
5857,,stimulus for,core/salient,,,,,,,6,1,6,,NULL
Sep13,,stipulate,core/salient,,,,,,,6,,,,
Sep13,,stipulation,core/salient,,,,,,,6,,,,
Sep13,,stop,core/salient,,,,,,,6,,,,
6548,,stopped,core/salient,,,,,,,6,1,6,,NULL
6272,,storage,core/salient,,,,,,,6,1,6,,NULL
6843,,straightforward,core/salient,,,,,,,6,1,13,,NULL
Sep13,,strain,core/salient,,,,,,,6,,,,
3970,,strangely,core/salient,,,,,,,6,1,13,,NULL
5934,,strategies,core/salient,,,,,,,6,1,6,,NULL
5935,,strategy,core/salient,,,,,,,6,1,6,,NULL
6203,,stratified,core/salient,,,,,,,6,1,6,,NULL
6372,empirical,stratified sampling,core/salient,,,,,,,6,1,6,,NULL
6341,,stratifying,core/salient,,,,,,,6,1,6,,NULL
Sep13,,streamlined,core/salient,,,,,,,6,,,,
2694,,strength,core/salient,,,,,,,6,1,6,,NULL
2695,,strength of,core/salient,,,,,,,6,1,6,,strength of *
2696,,strengthen,core/salient,,,,,,,6,1,6,,NULL
Sep13,,strengthened,core/salient,,,,,,,6,,,,
2697,,strengthened by,core/salient,,,,,,,6,1,6,,NULL
5916,,strengths,core/salient,,,,,,,6,1,6,,NULL
Sep13,,stress,core/salient,,,,,,,6,,,,
2700,,stress that,attention flagger,,,,,,,29,1,6,,NULL
2701,,stress the,attention flagger,,,,,,,29,1,6,,NULL
7409,,stress the importance of,attention flagger,,,,,,,29,1,6,,stress% the importance of
6549,,stressed,attention flagger,,,,,,,29,1,6,,NULL
2699,,stresses,attention flagger,,,,,,,29,1,6,,NULL
2702,,striking,core/salient,,,,,,,6,1,6,,NULL
2703,,striking contrast,comparison,,,,,,,17,1,17,NULL,NULL
2704,,strikingly,core/salient,,,,,,,6,1,6,,NULL
4468,,strikingly similar to,comparison,,,,,,,17,1,17,NULL,NULL
2706,,strong,core/salient,,,,,,,6,1,6,,NULL
2707,,strong evidence,attention flagger,,,,,,,29,1,6,,NULL
2708,,strong implication,implication,implication,,,,,,6,1,6,,NULL
2709,,strong possibility,core/salient,,,,,,,6,1,6,,NULL
2710,,strong possibility that,core/salient,,,,,,,6,1,6,,NULL
2711,,strong preference for,core/salient,,,,,,,6,1,6,,NULL
2712,,strong tendency,core/salient,,,,,,,6,1,6,,NULL
2713,,stronger,core/salient,,,,,,,6,1,6,,stronger *
5567,,strongest,core/salient,,,,,,,6,1,6,,NULL
2716,,strongly,core/salient,,,,,,,6,1,6,,NULL
5283,,strongly correlated with,conclusion,,,,,,,21,1,9,NULL,strongly correlated with
Sep13,,strongly indicates,attention flagger,,,,,,,29,,,,
2717,,strongly predominate,attention flagger,,,,,,,29,1,6,,NULL
2718,,strongly related to,conclusion,,,,,,,21,1,9,NULL,NULL
2719,,strongly suggest that,conclusion,,,,,,,21,1,21,NULL,NULL
Sep13,,structure,core/salient,,,,,,,6,,,,
2720,,structure of,core/salient,,,,,,,6,1,6,,NULL
4295,,structure of this chapter,navigation,,self ref,deictic work ref,,,,15,0,15,NULL,structure of this *
Sep13,,structured,core/salient,,,,,,,6,,,,
7872,,structured as follows:,navigation,,self ref,deictic work ref,,,,15,1,15,NULL,NULL
Sep13,,studied,core/salient,,,,,,,6,,,,
2721,,studied extensively,core/salient,,,,,,,6,1,6,,NULL
7338,,studies have shown that,conclusion,previous research,,,,,,21,1,21,NULL,studies have shown that
4305,,studies suggest that,reporting,previous research,,,,,,18,1,18,NULL,NULL
Sep13,,style,core/salient,,,,,,,6,,,,
6423,,subject to,core/salient,,,,,,,6,1,6,,NULL
3935,,subjective,core/salient,,,,,,,6,1,13,,NULL
Sep13,,suboptimal,core/salient,,,,,,,6,,,,
Sep13,,subordinate,core/salient,,,,,,,6,,,,
Sep13,,subsequent,time/sequence,,,,,,,12,,,,
7194,,subsequent to,time/sequence,,,,,,,12,1,12,NULL,NULL
3630,,subsequently,time/sequence,,,,,,,12,1,12,NULL,NULL
7167,,subset,core/salient,,,,,,,6,1,6,,NULL
7168,,subset of,core/salient,,,,,,,6,1,6,,NULL
Sep13,,substantial,core/salient,,,,,,,6,,,,
Sep13,,substantial body of,core/salient,,,,,,,6,,,,
2729,,substantial data,core/salient,,,,,,,6,1,6,,NULL
2730,,substantial difference,core/salient,,,,,,,6,1,6,,NULL
2731,,substantial evidence,core/salient,,,,,,,6,1,6,,NULL
2732,,substantial evidence that,conclusion,,,,,,,21,1,21,NULL,* evidence that
Sep13,,substantial number of,core/salient,,,,,,,6,,,,
2733,,substantially,core/salient,,,,,,,6,1,6,,NULL
2734,,substantially less,core/salient,,,,,,,6,1,6,,NULL
2735,,substantially more,core/salient,,,,,,,6,1,6,,NULL
6783,,substitute,core/salient,,,,,,,6,1,6,,substitute
6782,,substituted,core/salient,,,,,,,6,1,6,,substituted
Sep13,,succeed,core/salient,,,,,,,6,,,,
3972,,succeeded in,core/salient,,,,,,,6,1,13,,succeed% in
5932,,success,core/salient,,,,,,,6,1,6,,success%
Sep13,,success of,core/salient,,,,,,,6,,,,
6910,,successful,core/salient,,,,,,,6,1,13,,NULL
7576,,successfully,core/salient,,,,,,,6,1,6,,NULL
6222,,successive,time/sequence,,,,,,,12,1,12,NULL,NULL
5953,,successively,time/sequence,,,,,,,12,1,12,NULL,NULL
4683,,such as,example,,,,,,,19,1,19,NULL,such * as (triggers bite size
5804,,sudden,core/salient,,,,,,,6,1,6,,NULL
Sep13,,suddenly,time/sequence,,,,,,,12,,,,
2738,,suffer,core/salient,,,,,,,6,1,6,,NULL
2739,,suffer from,core/salient,,,,,,,6,1,6,,NULL
,,suffer from a number of,problem statement,,if in introduction,,,if in last section,,30,,,,
2743,,suffer from a number of,core/salient,,,,,,,6,1,13,,NULL
3975,,suffer from a number of limitations,limitation,,if in discussion or conclusion section,,,,,5,1,13,,suffer% from a number of limitation%
3973,,suffers from,core/salient,,,,,,,6,1,13,,suffer% from
2745,,sufficient,core/salient,,,,,,,6,1,13,,NULL
3518,,sufficient cause,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,sufficient cause%
2746,,sufficiently,core/salient,,,,,,,6,1,6,,NULL
2749,,suggest,core/salient,,,,,,,6,0,6,,NULL
2750,,suggest a basis for,core/salient,,,,,,,6,1,6,,NULL
2751,,suggest a need for,core/salient,,,,,,,6,1,6,,NULL
2752,,suggest a need for further research,problem statement,,if in introduction,,,,,30,1,6,,NULL
7288,,suggest that,conclusion,,,,,,,21,1,21,NULL,NULL
Sep13,,Suggested,core/salient,,,,,,,6,,,,
7289,,suggested that,conclusion,,,,,,,21,1,21,NULL,NULL
Sep13,,suggesting that,core/salient,,,,,,,6,,,,
4678,,suggestion is,reporting,,,,,,,18,1,18,NULL,NULL
4679,,suggestions,reporting,,,,,,,18,1,18,NULL,NULL
5655,,suggests how,core/salient,,,,,,,6,1,6,,suggest% how
7310,,suggests that,conclusion,,,,,,,21,1,21,NULL,NULL
Sep13,,suitable for,core/salient,,,,,,,6,,,,
2754,,suited,core/salient,,,,,,,6,1,6,,NULL
Sep13,,sum,core/salient,,,,,,,6,,,,
,,suggest a need for further research,recommendation ,,if in discussion or conclusion section,,,,,31,,,,
Sep13,,sum up,summary,summary,,,,,,7,,,,
Sep13,,summarise,summary,summary,,,,,,7,,,,
5672,,summarised by,summary,summary,,,,,,7,1,7,NULL,NULL
3191,,summarize,summary,summary,,,,,,7,1,7,NULL,summarize%
Sep13,,summarized,summary,summary,,,,,,7,,,,
2756,,summarized by,summary,summary,,,,,,7,1,7,NULL,summarized by
6206,,summarized in,core/salient,,,,,,,6,1,6,,NULL
Sep13,,summarizing,summary,summary,,,,,,7,,,,
2757,,summary,core/salient,,,,,,,6,1,6,,NULL
6361,,summary of,core/salient,,,,,,,6,1,6,,NULL
3161,,summed up by,summary,summary,,,,,,7,1,7,NULL,NULL
3162,,summed up in,summary,summary,,,,,,7,1,7,NULL,NULL
Sep13,,summing up,summary,summary,,,,,,7,,,,
Sep13,,superior,attention flagger,,,,,,,29,,,,
Sep13,,superiority,attention flagger,,,,,,,29,,,,
Sep13,,superiority of,attention flagger,,,,,,,29,,,,
Sep13,,supplement,core/salient,,,,,,,6,,,,
6260,,supplementary,core/salient,,,,,,,6,1,6,,NULL
6158,,supply,core/salient,,,,,,,6,0,6,,NULL
7080,,supply of,core/salient,,,,,,,6,1,6,,NULL
2758,,support,conclusion,,,,,,,21,1,21,NULL,NULL
2759,,support by,conclusion,,,,,,,21,1,21,NULL,NULL
2760,,support for,conclusion,,,,,,,21,1,21,NULL,NULL
2762,,support our hypothesis,conclusion,,,,,,,21,1,21,NULL,support% * hypothesis
5195,,support the theory,conclusion,,,,,,,21,1,21,NULL,support% * theory
5674,,support to,conclusion,,,,,,,21,1,21,NULL,NULL
Sep13,,supported,core/salient,,,,,,,6,,,,
5407,,supported assertions that,conclusion,,,,,,,21,1,21,NULL,NULL
6369,,supported by,conclusion,,,,,,,21,1,21,NULL,NULL
Sep13,,supported by the data,attention flagger,,,,,,,29,,,,
Sep13,,supported our,core/salient,,,,,,,6,,,,
5405,,supported our prediction,conclusion,,,,,,,21,1,21,NULL,support% our prediction
5229,,supporting,core/salient,,,,,,,6,1,6,,supporting
7279,,supporting a function,conclusion,,,,,,,21,1,21,NULL,supporting *** function
7276,,supporting the theory that,conclusion,,,,,,,21,1,21,NULL,support% *** the theory that
5207,,supporting this possibility,conclusion,,,,,,,21,1,21,NULL,support% * possibility
Sep13,,supportive,core/salient,,,,,,,6,,,,
6254,,supportive of,conclusion,,,,,,,21,1,21,NULL,supportive of **
100,,supports,conclusion,,,,,,,21,1,21,NULL,support%
Sep13,,supports my,core/salient,,,,,,,6,,,,
Sep13,,supports our,core/salient,,,,,,,6,,,,
Sep13,,suppose,core/salient,,,,,,,6,,,,
Sep13,,suppose that,core/salient,,,,,,,6,,,,
Sep13,,supposed to,core/salient,,,,,,,6,,,,
Sep13,,supposedly,core/salient,,,,,,,6,,,,
5258,,suppress,core/salient,,,,,,,6,1,6,,suppress%
6140,,suppresses,consequence / result,,,,,,,9,1,9,NULL,NULL
5921,,suppression of,core/salient,,,,,,,6,1,6,,NULL
Sep13,,sure,core/salient,,,,,,,6,,,,
Sep13,,surely,core/salient,,,,,,,6,,,,
Sep13,,surpass,core/salient,,,,,,,6,,,,
Sep13,,surpassed,core/salient,,,,,,,6,,,,
7162,,surplus,core/salient,,,,,,,6,1,6,,NULL
3978,,surprising,attention flagger,,,,,,,29,1,13,,NULL
2765,,surprising that,attention flagger,,,,,,,29,1,13,,NULL
3979,,surprisingly,attention flagger,,,,,,,29,1,13,,NULL
2767,,survey,core/salient,,,,,,,6,1,6,,NULL
2768,,survey of,core/salient,,,,,,,6,1,6,,NULL
Sep13,,surveyed,core/salient,,,,,,,6,,,,
7978,,surveys,core/salient,,,,,,,6,1,6,,survey%
243,,surveys of,core/salient,,,,,,,6,1,6,,NULL
6038,,survival,core/salient,,,,,,,6,1,6,,NULL
6810,,survive,core/salient,,,,,,,6,1,6,,survive%
6414,,susceptibility,core/salient,,,,,,,6,1,6,,NULL
2770,,susceptible to,problem statement,,if in introduction,,,,,30,1,6,,NULL
Sep13,,suspect,core/salient,,,,,,,6,,,,
5420,,suspect that,core/salient,,,,,,,6,1,6,,NULL
2771,,sustain,core/salient,,,,,,,6,1,6,,NULL
7005,,sustainability,core/salient,,,,,,,6,1,6,,NULL
7029,,sustainability of,core/salient,,,,,,,6,1,6,,NULL
7006,,sustainable,core/salient,,,,,,,6,1,13,,NULL
7281,,switch,consequence / result,,,,,,,9,1,9,NULL,switch
7280,,switched,consequence / result,,,,,,,9,1,9,NULL,NULL
3980,,switches the discussion away from,navigation,,,,,,,15,1,15,NULL,NULL
Sep13,,symbol,core/salient,,,,,,,6,,,,
6785,,symbolic,core/salient,,,,,,,6,1,6,,NULL
Sep13,,symmetric,core/salient,,,,,,,6,,,,
6168,,synthesize,core/salient,,,,,,,6,1,6,,NULL
Sep13,,synthesized,core/salient,,,,,,,6,,,,
Sep13,,system,core/salient,,,,,,,6,,,,
7522,,systematic,core/salient,,,,,,,6,1,6,,NULL
,,systematic,core/salient,,,,,,,6,,,,
Sep13,,systematic bias,limitation,,if in discussion or conclusion section,,,,,5,,,,
,,systematic bias,core/salient,,,,,,,6,,,,
Sep13,,systematic biases,limitation,,if in discussion or conclusion section,,,,,5,,,,
6164,,systematically,core/salient,,,,,,,6,1,6,,NULL
6165,,systemic,core/salient,,,,,,,6,1,6,,NULL
2919,empirical,t-test,core/salient,,,,,,,6,1,6,,NULL
2920,empirical,t-tests,core/salient,,,,,,,6,1,6,,NULL
4274,,table illustrates that,navigation,,,,,,,15,0,15,NULL,* illustrates that
Sep13,,take care of,core/salient,,,,,,,6,,,,
2772,,take into account,core/salient,,,,,,,6,1,6,,NULL
2773,,take on even more importance,attention flagger,,,,,,,29,1,6,,NULL
Sep13,,taken,core/salient,,,,,,,6,,,,
,,systematic biases,core/salient,,,,,,,6,,,,
3193,,taken as a whole,summary,summary,,,,,,7,1,7,NULL,NULL
2774,,taken into account,core/salient,,,,,,,6,1,6,,NULL
Sep13,,taken together,core/salient,,,,,,,6,,,,
2776,,"taken together,",core/salient,,,,,,,6,1,6,,NULL
2777,,"taken together, these studies indicate that",core/salient,,,,,,,6,1,6,,NULL
2778,,taking into account the,core/salient,,,,,,,6,1,6,,NULL
6786,,target,core/salient,,,,,,,6,1,6,,target%
2779,,target audience,core/salient,,,,,,,6,1,6,,NULL
6189,,targeted,core/salient,,,,,,,6,1,6,,NULL
7992,,targeting,core/salient,,,,,,,6,1,6,,NULL
Sep13,,targets,core/salient,,,,,,,6,,,,
6424,,tease apart,core/salient,,,,,,,6,1,6,,NULL
6425,,teasing apart,core/salient,,,,,,,6,1,6,,NULL
Sep13,,sechnique,core/salient,,,,,,,6,,,,
6832,,temporary,core/salient,,,,,,,6,1,6,,NULL
2781,,tenatively,core/salient,,,,,,,6,1,6,,NULL
2783,,tend to support,core/salient,,,,,,,6,1,6,,NULL
1866,,tendencies,core/salient,,,,,,,6,0,6,,NULL
2784,,tendency,core/salient,,,,,,,6,1,6,,NULL
2785,,tentative,core/salient,,,,,,,6,1,6,,NULL
2787,,tentatively,core/salient,,,,,,,6,1,6,,NULL
4874,,term is used to refer to,explanations / definitions,,,,,,,20,1,20,NULL,NULL
4869,,term that refers to,explanations / definitions,,,,,,,20,1,20,NULL,NULL
4870,,termed,explanations / definitions,,,,,,,20,1,20,NULL,NULL
Sep13,,terminate,core/salient,,,,,,,6,,,,
Sep13,,terminates,core/salient,,,,,,,6,,,,
5892,,test,core/salient,,,,,,,6,1,6,,test%
7030,,test of,core/salient,,,,,,,6,1,6,,NULL
2788,,test the hypothesis,hypothesis/research question  ,research question,self ref,deictic work ref,,,,25,1,25,NULL,NULL
6154,,test whether,hypothesis/research question  ,research question,self ref,deictic work ref,,,,25,0,25,NULL,NULL
Sep13,,test-bed for,core/salient,,,,,,,6,,,,
6023,,tested,core/salient,,,,,,,6,1,6,,test% *
6352,,tested in,core/salient,,,,,,,6,1,6,,NULL
7917,,tested the following hypothesis,hypothesis/research question  ,research question,self ref,deictic work ref,,,,25,1,25,NULL,NULL
4486,,than,comparison,,,,,,,17,1,17,NULL,NULL
Sep13,,than that,comparison,,,,,,,17,,,,
4558,,than that of the,comparison,,,,,,,17,1,17,NULL,NULL
4559,,that distinguish,comparison,,,,,,,17,1,17,NULL,NULL
Sep13,,that follow,core/salient,,,,,,,6,,,,
2790,,that help,core/salient,,,,,,,6,1,6,,NULL
Sep13,,that is,explanations / definitions,,,,,,,20,,,,
Sep13,,that is how,explanations / definitions,,,,,,,20,,,,
4871,,that is to say,explanations / definitions,,,,,,,20,1,20,NULL,NULL
Sep13,,that is why,explanations / definitions,,,,,,,20,,,,
4872,,"that is,",explanations / definitions,,,,,,,20,1,20,NULL,NULL
2792,,that need to be,core/salient,,,,,,,6,1,6,,NULL
Sep13,,that rates of,core/salient,,,,,,,6,,,,
2793,,that result in,consequence / result,,,,,,,9,1,9,NULL,NULL
3330,,that resulted in,consequence / result,,,,,,,9,1,9,NULL,NULL
4446,,"that said,",change in direction,,,,,,,16,1,16,NULL,NULL
3194,,the bottom line is that,summary,summary,,,,,,7,1,7,NULL,NULL
2802,,the extent to which,core/salient,,,,,,,6,1,6,,NULL
Sep13,,the fact is,core/salient,,,,,,,6,,,,
2803,,the fact that,core/salient,,,,,,,6,1,6,,NULL
Sep13,,the first to,attention flagger,,,,,,,29,,,,
2806,,the following conclusion,conclusion,,,,,,,21,1,21,NULL,NULL
5113,,the following conclusions,conclusion,,,,,,,21,1,21,NULL,NULL
7959,,the hypothesis tested,hypothesis/research question  ,research question,self ref,deictic work ref,,,,25,1,25,NULL,the * hypothesis tested
7964,,the leading questions were:,hypothesis/research question  ,research question,self ref,deictic work ref,,,,25,1,25,NULL,the * questions were:
2807,,the mean,core/salient,,,,,,,6,1,6,,NULL
Sep13,,the more,comparison,,,,,,,17,,,,
Sep13,,the point of this,attention flagger,,,,,,,29,,,,
Sep13,,the present,time/sequence,,,,,,,12,,,,
5509,,the present paper,navigation,,,deictic work ref,,,,15,0,15,NULL,NULL
7755,,the present paper attempted to,purpose - own,,,deictic work ref,,,,23,1,23,NULL,NULL
7752,,the present paper attempts to,purpose - own,,,deictic work ref,,,,23,1,23,NULL,NULL
7758,,the present paper investigated,purpose - own,,,deictic work ref,,,,23,1,23,NULL,NULL
7756,,the present paper investigates,purpose - own,,,deictic work ref,,,,23,1,23,NULL,NULL
7753,,the present paper seeks to,purpose - own,,,deictic work ref,,,,23,1,23,NULL,NULL
7754,,the present paper sought to,purpose - own,,,deictic work ref,,,,23,1,23,NULL,NULL
7757,,the present paper will show,purpose - own,,,deictic work ref,,,,23,1,23,NULL,NULL
7769,,the present research attempted to,purpose - own,,,deictic work ref,,,,23,1,23,NULL,NULL
7770,,the present research attempts to,purpose - own,,,deictic work ref,,,,23,1,23,NULL,NULL
7775,,the present research examines,purpose - own,,,deictic work ref,,,,23,1,23,NULL,NULL
7774,,the present research explores,purpose - own,,,deictic work ref,,,,23,1,23,NULL,NULL
7773,,the present research investigates,purpose - own,,,deictic work ref,,,,23,1,23,NULL,NULL
7771,,the present research seeks to,purpose - own,,,deictic work ref,,,,23,1,23,NULL,NULL
7772,,the present research sought to,purpose - own,,,deictic work ref,,,,23,1,23,NULL,NULL
7760,,the present study attempted to,purpose - own,,,deictic work ref,,,,23,1,23,NULL,NULL
7759,,the present study attempts to,purpose - own,,,deictic work ref,,,,23,1,23,NULL,NULL
5650,,the present study examined,purpose - own,,,deictic work ref,,,,23,1,23,NULL,NULL
7766,,the present study examines,purpose - own,,,deictic work ref,,,,23,1,23,NULL,NULL
7765,,the present study explored,purpose - own,,,deictic work ref,,,,23,1,23,NULL,NULL
7764,,the present study explores,purpose - own,,,deictic work ref,,,,23,1,23,NULL,NULL
7763,,the present study investigates,purpose - own,,,deictic work ref,,,,23,1,23,NULL,NULL
7761,,the present study seeks to,purpose - own,,,deictic work ref,,,,23,1,23,NULL,NULL
7762,,the present study sought to,purpose - own,,,deictic work ref,,,,23,1,23,NULL,NULL
7768,,the present study will show,purpose - own,,,deictic work ref,,,,23,1,23,NULL,NULL
4288,,the remainder of this,navigation,,,deictic work ref,,,,15,1,15,NULL,the remainder of this * is
6666,,the remaining section,navigation,,,deictic work ref,,,,15,0,15,NULL,the remaining *
4292,,the rest of this chapter is divided into,navigation,,,deictic work ref,,,,15,0,15,NULL,the rest of this * is divided into
4289,,the rest of this chapter is organized as follows:,navigation,,,deictic work ref,,,,15,0,15,NULL,the rest of this * is organized as follows
6665,,the rest of this section,navigation,,,deictic work ref,,,,15,0,15,NULL,the rest of this *
4448,,the reverse is true,change in direction,,,,,,,16,1,16,NULL,NULL
4563,,the same way as,comparison,,,,,,,17,1,17,NULL,NULL
4873,,the significance of this is,explanations / definitions,,,,,,,20,1,20,NULL,NULL
3988,,the stance adopted in this,summary,summary,,,,,,7,1,7,NULL,NULL
2814,,their findings are corroboratory,core/salient,,,,,,,6,1,6,,NULL
6820,,theme,core/salient,,,,,,,6,1,6,,theme%
3633,,then,time/sequence,,,,,,,12,1,12,NULL,NULL
4273,,then moves to,navigation,,,deictic work ref,,,,15,0,15,NULL,then move% to
Sep13,,then we,purpose - own,,,deictic work ref,,,,23,,,,
Sep13,,then we present,purpose - own,,,deictic work ref,,,,23,,,,
6402,,theoretical,core/salient,,,,,,,6,1,6,,NULL
Sep13,,theoretical framework,core/salient,,,,,,,6,,,,
3989,,theoretically,core/salient,,,,,,,6,1,13,,NULL
6401,,theories,core/salient,,,,,,,6,1,6,,NULL
6746,,theory,core/salient,,,,,,,6,1,6,,NULL
4306,,theory is based on,core/salient,,,,,,,6,1,6,,NULL
2812,,theory that,core/salient,,,,,,,6,1,6,,NULL
1813,,theory-driven,core/salient,,,,,,,6,1,6,,NULL
3991,,there appear to be,core/salient,,,,,,,6,1,13,,there appear% to be
2816,,there are additional,core/salient,,,,,,,6,1,6,,there * additional
2817,,there are as yet few,problem statement,,if in introduction,,,,,30,1,6,,there are as yet * few
2818,,there are as yet few situations,core/salient,,,,,,,6,1,6,,NULL
2819,,there are few situations,core/salient,,,,,,,6,1,6,,NULL
4565,,there are many different,comparison,,,,,,,17,1,17,NULL,NULL
2820,,there are many situations,core/salient,,,,,,,6,1,6,,NULL
,,there are some questions,problem statement,,if in introduction ,,,,,30,,,,
3660,,there are some questions,limitation,,if in discussion or conclusion section,,,,,5,1,13,,there are * some * questions
3993,,there is a definate possibility that,core/salient,,,,,,,6,1,13,,NULL
2824,,there is a great deal that,core/salient,,,,,,,6,1,6,,NULL
,,there are as yet few,core/salient,,,,,,,6,,,,
,,there is a need for,problem statement,,if in introduction ,,,,,30,,,,
,,there is a need for,core/salient,,,,,,,6,,,,
2825,,there is a need for,limitation,limitation,if in discussion or conclusion section,,,,,5,1,6,,NULL
3992,,there is a possibility that,core/salient,,,,,,,6,1,13,,there is a * possibility that
3994,,there is a slight possibility that,core/salient,,,,,,,6,1,13,,NULL
3995,,there is a strong possibility that,core/salient,,,,,,,6,1,13,,NULL
3996,,there is a very real danger that,problem statement,,if in introduction,,,,,30,1,13,,NULL
3759,,there is almost no point in,core/salient,,,,,,,6,1,13,,NULL
2826,,there is also evidence that.,conclusion,,,,,,,21,1,21,NULL,NULL
4078,,there is an additional,additive,,,,,,,14,1,14,NULL,NULL
2827,,there is indeed some evidence,conclusion,,,,,,,21,1,21,NULL,NULL
2828,,there is likely to be considerable..,core/salient,,,,,,,6,1,13,,NULL
3756,,there is little point in,core/salient,,,,,,,6,1,13,,NULL
,,very real danger that,core/salient,,,,,,,6,,,,
,,few if any,problem statement,,if in introduction,,,,,30,,,,
2830,,there is no evidence,core/salient,,,,,,,6,1,6,,NULL
,,few if any,core/salient,,,,,,,6,,,,
2831,,there is no guarantee that,problem statement,,if in introduction,,,,,30,1,6,,NULL
,,there is no guarantee that,core/salient,,,,,,,6,,,,
2832,,there is no way of knowing,problem statement,,if in introduction,,,,,30,1,6,,NULL
2833,,there is now considerable evidence that,conclusion,,,,,,,21,1,21,NULL,NULL
2834,,there is now much evidence to support,conclusion,,,,,,,21,1,21,NULL,NULL
2835,,there is some evidence,core/salient,,,,,,,6,1,6,,NULL
2836,,there is some possibility that,core/salient,,,,,,,6,1,13,,NULL
2837,,there is very little evidence that,conclusion,,,,,,,21,1,21,NULL,NULL
5132,,there may be,core/salient,,,,,,,6,1,13,,NULL
5133,,there might be,core/salient,,,,,,,6,1,13,,NULL
,,however it seems that,core/salient,,,,,,,6,,,,
2839,,there remains the issue of,core/salient,,,,,,,6,1,6,,NULL
5134,,there seems to be,core/salient,,,,,,,6,1,13,,NULL
2840,,there would be no,core/salient,,,,,,,6,1,6,,NULL
Sep13,,thereafter,time/sequence,,,,,,,12,,,,
2841,,thereby,core/salient,,,,,,,6,1,6,,NULL
3523,,therefore,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,NULL
5136,,therefore it seems that,conclusion,,,,,,,21,1,21,NULL,NULL
2842,,therefore seems,conclusion,,,,,,,21,1,21,NULL,NULL
2843,,therefore would seem that,conclusion,,,,,,,21,1,21,NULL,therefore * seem that
2846,,these findings contradict,conclusion,,,,,,,21,1,21,NULL,NULL
6312,,these findings indicate that,conclusion,,,,,,,21,1,21,NULL,NULL
2847,,these limitations,core/salient,,,,,,,6,1,6,,NULL
Sep13,,these problems are,problem statement,,if in introduction,,,,,30,,,,
2418,,these results are,conclusion,,,,,,,21,1,21,NULL,NULL
Sep13,,These results challenge,problem statement,,if in introduction,,,,,30,,,,
2848,,these results contradict,conclusion,,,,,,,21,1,21,NULL,NULL
2427,,these results indicate that,conclusion,,,,,,,21,1,21,NULL,these results indicate% that
6587,,these results mean that,conclusion,,,,,,,21,1,21,NULL,NULL
6529,,these results reveal,consequence / result,,,,,,,9,1,9,NULL,NULL
6531,,these results revealed,consequence / result,,,,,,,9,1,9,NULL,NULL
6526,,these results show,consequence / result,,,,,,,9,1,9,NULL,NULL
6984,,these results validate,contribution,,,,,,,8,1,8,NULL,these * validate
